"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_santiago_del_estero","vcr_santiago_del_estero","compatibilidad_con_santiago_del_estero","valor_estrategico_para_santiago_del_estero","indice_recuperacion_de_posiciones_santiago_del_estero","indice_oportunidades_cercanas_santiago_del_estero","indice_objetivos_factibles_santiago_del_estero","indice_apuestas_ambiciosas_santiago_del_estero","top_20_criterios_santiago_del_estero","empleo","empresas","tasa_fem"
"470691","Mechanical pulps, other","Las demas pastas de otras materias fibrosas celulosicas, mecanicas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.56226","1516","Decreció / Decreció","178609.49727","0.00000","0.00000","-0.18583","0.75134","0","0.07641","0.25439","0.42292","","s.d.","s.d.","0.08658"
"470692","Chemical pulps, other","Las demas pastas de otras materias fibrosas celulosicas, quimicas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.28054","2883","Creció mucho / Creció","3198557.22951","0.00000","0.00000","0.55371","0.13337","0","0.38622","0.28145","0.15599","","s.d.","s.d.","0.08658"
"470693","Semi-chemical pulps, other","Las demas pastas de otras materias fibrosas celulosicas, semiquimicas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.56896","1500","Decreció / Decreció","1059592.24317","0.00000","0.00000","0.14018","-0.52766","0","0.04949","-0.02925","-0.05315","","s.d.","s.d.","0.08658"
"470710","Unbleached kraft waste","Desperdicios y desechos de papel o carton kraft crudo o de papel o car","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.59320","3308","Decreció / Decreció mucho","28318471.96175","0.00000","0.00000","0.91385","0.07378","0","0.59513","0.39377","0.15906","","s.d.","s.d.","0.08658"
"470720","Bleached chemical pulp waste","Despercidios y desechos de otros papeles o cartones obt. de pasta quim","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.01980","2490","Creció / Creció","5426890.45355","0.00000","0.00000","0.36854","-0.19127","0","0.21774","0.11436","0.01954","","s.d.","s.d.","0.08658"
"470730","Paper waste, mechanical pulp","Desperdicios y desechos de papel o carton obtenidos principalmente a p","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.31951","1921","Decreció mucho / Decreció mucho","10559369.02459","0.00000","0.00000","0.32023","0.84461","0","0.42504","0.50366","0.55602","","s.d.","s.d.","0.08658"
"470790","Paper waste, nes","Los demas desperdicios y desechos de papel y carton, incluidos los des","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.64221","3378","Decreció mucho / Decreció mucho","13171240.46175","0.00000","0.00000","0.83910","-0.44307","0","0.43454","0.16815","-0.10820","","s.d.","s.d.","0.08658"
"480100","Newsprint","Papel prensa en bobinas o en hojas","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","1.49905","240","Creció mucho / Creció mucho","54952512.80874","0.00000","0.00000","-0.58125","-0.16001","0","-0.28897","-0.12177","0.12839","","s.d.","s.d.","0.08658"
"480210","Paper, hand-made, uncoated","Papel y carton hecho a mano (hoja a hoja).","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.26932","2864","Creció / Se mantuvo","715562.60109","0.00000","0.00000","0.09348","0.74402","0","0.18731","0.26675","0.29552","","s.d.","s.d.","0.08658"
"480220","Paper, sensitising base stock","Papel y carton soporte para papel y carton fotosensible, termosensible","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.35506","1854","Decreció / Decreció","905132.42623","0.00000","0.00000","-0.50870","0.82374","0","-0.15583","0.08722","0.30684","","s.d.","s.d.","0.08658"
"480240","Paper, wallpaper base, uncoated","Papel soporte para papeles de decorar.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.60676","1442","Decreció / Decreció","941005.58743","0.00000","0.00000","-0.66241","1.32995","0","-0.13702","0.22529","0.55145","","s.d.","s.d.","0.08658"
"480251","Paper, fine, woodfree, <40 g/m2, uncoated, nes","Los demas papeles y cartones, sin fibras de gramaje inferior a 40 g/m2","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.24036","2051","Decreció mucho / Decreció","188319.81694","0.00000","0.00000","-0.27321","0.34146","0","-0.09892","0.01896","0.13179","","s.d.","s.d.","0.08658"
"480253","Paper, fine, woodfree, >150 g/m2, uncoated, nes","Los demas papel y carton, de gramaje superior a 150 g/m2.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.25333","2844","Decreció mucho / Decreció mucho","647923.38525","0.00000","0.00000","0.26656","0.94949","0","0.35116","0.42760","0.44391","","s.d.","s.d.","0.08658"
"480260","Paper, fine, wood-containing, uncoated, nes","Los demas papel y carton mas 10% en peso del contenido total de fibra","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.36691","3012","Decreció mucho / Decreció mucho","990576.81694","0.00000","0.00000","0.55613","-0.47023","0","0.25855","0.05844","-0.13650","","s.d.","s.d.","0.08658"
"480300","Toilet paper, >36cm","Papel higienico y papel para toallas, servilletas o para papeles simil","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.50324","3198","Creció mucho / Creció","10857757.57650","0.00000","0.00000","0.93996","0.00299","0","0.60824","0.39554","0.15752","","s.d.","s.d.","0.08658"
"480419","Paper, Kraftliner, other, uncoated","Los demas papel y carton kraft, para caras (cubiertas).","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.18008","2179","Creció / Creció","12044593.76503","0.00000","0.00000","0.68644","-0.64055","0","0.37041","0.14604","-0.03729","","s.d.","s.d.","0.08658"
"480421","Paper, sack kraft, unbleached, uncoated","Papel kraft para sacos, crudo.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.10606","2296","Creció mucho / Creció","7764984.04098","0.00000","0.00000","1.02913","-0.26339","0","0.67832","0.43829","0.21673","","s.d.","s.d.","0.08658"
"480429","Paper, sack kraft, other, uncoated","Papel kraft para sacos, los demas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.36581","1833","Creció / Creció","2937513.51913","0.00000","0.00000","0.23005","-0.52529","0","0.09256","-0.01396","-0.07592","","s.d.","s.d.","0.08658"
"480431","Paper, kraft, <150g/m2, unbleached, uncoated","Los demas papel y carton kraft, gramaje inf. o igual 150 g/m2, crudos.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.15100","2229","Creció mucho / Creció","6626950.45902","0.00000","0.00000","0.84266","0.65325","0","0.73561","0.67262","0.58451","","s.d.","s.d.","0.08658"
"480439","Paper, kraft, <150g/m2, uncoated, nes","Demas papeles y cartones kraft,crudos gramaje sup.a 150 e inf.a 225 g/","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.19996","2136","Creció mucho / Creció","9724926.79235","0.00000","0.00000","-0.33456","0.17423","0","-0.17935","-0.07631","0.02802","","s.d.","s.d.","0.08658"
"480441","Paper, kraft, 150-225 g/m2, unbleached,uncoated","Los demas papeles y cartones kraft crudos","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.69600","3435","Creció / Decreció","3838316.16940","0.00000","0.00000","1.27352","-2.14559","0","0.39275","-0.21860","-0.75746","","s.d.","s.d.","0.08658"
"480442","Paper, kraft, 150-225 g/m2, chem pulp not bleach/coat","Los demas papeles y cartones kraft, de gramaje superior a 150 g/m2 e i","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","1.19690","547","Creció / Creció","1314224.35519","0.00000","0.00000","0.45684","-1.67146","0","0.10519","-0.17705","-0.31588","","s.d.","s.d.","0.08658"
"480449","Paper, kraft, 150-225 g/m2, uncoated","Demas papeles y cartones kraft,gramaje sup. a 150 e inf. a 225 g/m2.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.07373","2342","Decreció / Decreció","751979.31421","0.00000","0.00000","0.21875","0.01467","0","0.16343","0.12557","0.09066","","s.d.","s.d.","0.08658"
"480451","Paper, kraft, >225g/m2, unbleached, uncoated","Los demas papeles y carton kraft, crudos, gramaje superior a 225 g/m2.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.13217","2257","Decreció / Decreció","1903093.58470","0.00000","0.00000","0.71921","-0.35250","0","0.44616","0.25605","0.09018","","s.d.","s.d.","0.08658"
"480452","Paper, kraft, >225g/m2,chemical pulp,bleach/uncoat","Los demas papel y carton kraft, blanqueados, gramaje igual o sup. 225","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.54884","1542","Creció / Creció","1698856.54372","0.00000","0.00000","0.89949","-1.53649","0","0.37723","-0.00570","-0.28437","","s.d.","s.d.","0.08658"
"480459","Paper, kraft, >225g/m2, uncoated, nes","Los demas papel y carton kraft, de gramaje superior o igual a 225 g/m2","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.75750","3501","Decreció / Decreció","1306790.77596","0.00000","0.00000","0.58680","-1.23538","0","0.08793","-0.25261","-0.56926","","s.d.","s.d.","0.08658"
"480510","Paper, fluting, uncoated, rolls, semi-chemical","Papel semiquimico para ondular, en bobinas o en hojas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.49884","3191","Creció / Creció","5005658.38798","0.00000","0.00000","0.93591","-0.62300","0","0.48065","0.17508","-0.12429","","s.d.","s.d.","0.08658"
"480522","Paper, multi-ply, one layer bleached, uncoated","Papel y carton, multicapas, con una de las capas exteriores blanqueada","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.60994","1437","Creció mucho / Creció mucho","4275229.93716","0.00000","0.00000","-0.17919","0.57651","0","0.05086","0.20367","0.35816","","s.d.","s.d.","0.08658"
"480529","Paper, multi-ply, uncoated","Los demas papeles y carton, multicapas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-1.05963","3891","Decreció mucho / Decreció mucho","487322.85519","0.00000","0.00000","2.81265","-0.70103","0","1.72269","1.00202","0.26343","","s.d.","s.d.","0.08658"
"480530","Paper, uncoat, sulphite wrapping","Papel sulfito para embalaje, sin estucar ni recubrir","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.20583","2126","Decreció / Decreció","781324.89071","0.00000","0.00000","-0.08345","0.82885","0","0.12794","0.27925","0.39941","","s.d.","s.d.","0.08658"
"480540","Paper, uncoat, filter","Papel y carton filtro, sin estucar ni recubrir, en bobinas o en hojas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","1.04452","744","Creció / Se mantuvo","1837285.96995","0.00000","0.00000","-0.43847","0.74425","0","-0.05362","0.19793","0.46450","","s.d.","s.d.","0.08658"
"480550","Paper, uncoat, felt","Papel y carton fieltro y papel y carton lana, sin estucar ni recubrir.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.35337","1858","Decreció / Decreció","405135.71311","0.00000","0.00000","0.15413","0.57135","0","0.25750","0.33004","0.39169","","s.d.","s.d.","0.08658"
"480560","Paper, uncoated, <150g/m2","Los demas papeles y cartones, de gramaje inferior o igual a 150 g/m2.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.13988","2666","Creció mucho / Creció mucho","41860384.52732","0.00000","0.00000","0.64771","0.61331","0","0.56207","0.51753","0.43533","","s.d.","s.d.","0.08658"
"480570","Paper, uncoat, 150-225 g/m2","Los demas papeles y carton, gramaje entre 150 y 225 g/m2., ambos exclu","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.44844","3121","Decreció mucho / Decreció mucho","1577425.65574","0.00000","0.00000","0.56733","-0.88085","0","0.17611","-0.09190","-0.33830","","s.d.","s.d.","0.08658"
"480610","Paper, vegetable parchment","Papel y carton sulfurizado (pergamino vegetal), en bobinas o en hojas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","1.39841","313","Creció / Se mantuvo","942034.05738","0.00000","0.00000","-0.98633","-2.33089","0","-1.01677","-1.09922","-0.99520","","s.d.","s.d.","0.08658"
"480620","Paper, greaseproof","Papel resistente a las grasas, en bobinas o en hojas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.84282","1039","Creció / Creció","3586602.68306","0.00000","0.00000","-0.49769","0.77854","0","-0.10839","0.15007","0.41174","","s.d.","s.d.","0.08658"
"480640","Paper, transparent","Papel cristal y demas papeles calandrados, transparentes o tralucidos.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","1.46791","264","Creció mucho / Creció","6206751.35792","0.00000","0.00000","-0.99079","-1.98744","0","-0.94425","-0.97081","-0.82461","","s.d.","s.d.","0.08658"
"480799","Paper, composite, uncoat","Papel, compuesto, no redescubierto","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.58591","1467","Decreció / Decreció","4661923.86885","0.00000","0.00000","-0.33749","0.55850","0","-0.06595","0.11462","0.29655","","s.d.","s.d.","0.08658"
"480810","Paper, corrugated","Papel y carton ondulado, incluso perforado, en bobinas o en hojas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.46102","3136","Creció mucho / Creció","7196492.97268","0.00000","0.00000","0.56201","0.14515","0","0.37634","0.26266","0.11867","","s.d.","s.d.","0.10839"
"480820","Paper sack kraft, crepe","Papel kraft para sacos, rizado o plisado, incluso gofrado, estampado o","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-1.04991","3880","Se mantuvo / Se mantuvo","154.80601","0.00000","0.00000","-0.23781","-2.99597","0","-0.87065","-1.32498","-1.68201","","s.d.","s.d.","0.08658"
